i_adr,i_guide,t_adr_sec,t_guide_sec
976,798,9.760000,7.980000
977,799,9.770000,7.990000
978,799,9.780000,7.990000
979,800,9.790000,8.000000
980,801,9.800000,8.010000
981,802,9.810000,8.020000
982,803,9.820000,8.030000
983,803,9.830000,8.030000
984,803,9.840000,8.030000
985,803,9.850000,8.030000
986,803,9.860000,8.030000
987,803,9.870000,8.030000
988,803,9.880000,8.030000
989,803,9.890000,8.030000
990,803,9.900000,8.030000
991,803,9.910000,8.030000
992,803,9.920000,8.030000
993,803,9.930000,8.030000
994,804,9.940000,8.040000
995,804,9.950000,8.040000
996,805,9.960000,8.050000
997,805,9.970000,8.050000
998,805,9.980000,8.050000
999,805,9.990000,8.050000
1000,805,10.000000,8.050000
1001,805,10.010000,8.050000
1002,805,10.020000,8.050000
1003,805,10.030000,8.050000
1004,806,10.040000,8.060000
1005,806,10.050000,8.060000
1006,807,10.060000,8.070000
1007,808,10.070000,8.080000
1008,809,10.080000,8.090000
1009,810,10.090000,8.100000
1010,810,10.100000,8.100000
1011,810,10.110000,8.100000
1012,811,10.120000,8.110000
1013,811,10.130000,8.110000
1014,812,10.140000,8.120000
1015,813,10.150000,8.130000
1016,814,10.160000,8.140000
1017,814,10.170000,8.140000
1018,815,10.180000,8.150000
1019,816,10.190000,8.160000
1020,817,10.200000,8.170000
1021,818,10.210000,8.180000
1022,818,10.220000,8.180000
1023,819,10.230000,8.190000
1024,819,10.240000,8.190000
1025,820,10.250000,8.200000
1026,821,10.260000,8.210000
1027,822,10.270000,8.220000
1028,823,10.280000,8.230000
1029,824,10.290000,8.240000
1030,825,10.300000,8.250000
1031,826,10.310000,8.260000
1032,827,10.320000,8.270000
1033,828,10.330000,8.280000
1033,829,10.330000,8.290000
1034,830,10.340000,8.300000
1035,831,10.350000,8.310000
1036,832,10.360000,8.320000
1037,833,10.370000,8.330000
1038,834,10.380000,8.340000
1039,835,10.390000,8.350000
1040,836,10.400000,8.360000
1041,837,10.410000,8.370000
1042,838,10.420000,8.380000
1043,839,10.430000,8.390000
1044,840,10.440000,8.400000
1045,841,10.450000,8.410000
1046,842,10.460000,8.420000
1047,843,10.470000,8.430000
1048,844,10.480000,8.440000
1049,844,10.490000,8.440000
1050,845,10.500000,8.450000
1051,846,10.510000,8.460000
1052,847,10.520000,8.470000
1053,847,10.530000,8.470000
1054,847,10.540000,8.470000
1055,848,10.550000,8.480000
1056,849,10.560000,8.490000
1057,850,10.570000,8.500000
1058,851,10.580000,8.510000
1059,852,10.590000,8.520000
1060,853,10.600000,8.530000
1061,854,10.610000,8.540000
1062,855,10.620000,8.550000
1063,856,10.630000,8.560000
1064,857,10.640000,8.570000
1065,857,10.650000,8.570000
1066,858,10.660000,8.580000
1067,859,10.670000,8.590000
1068,860,10.680000,8.600000
1069,861,10.690000,8.610000
1070,861,10.700000,8.610000
1071,862,10.710000,8.620000
1072,863,10.720000,8.630000
1073,864,10.730000,8.640000
1074,865,10.740000,8.650000
1075,866,10.750000,8.660000
1076,867,10.760000,8.670000
1077,868,10.770000,8.680000
1078,868,10.780000,8.680000
1079,868,10.790000,8.680000
1080,869,10.800000,8.690000
1081,870,10.810000,8.700000
1082,871,10.820000,8.710000
1083,872,10.830000,8.720000
1084,873,10.840000,8.730000
1085,874,10.850000,8.740000
1085,875,10.850000,8.750000
1086,876,10.860000,8.760000
1087,877,10.870000,8.770000
1088,878,10.880000,8.780000
1089,879,10.890000,8.790000
1090,880,10.900000,8.800000
1091,881,10.910000,8.810000
1092,882,10.920000,8.820000
1093,882,10.930000,8.820000
1094,882,10.940000,8.820000
1095,882,10.950000,8.820000
1096,883,10.960000,8.830000
1097,884,10.970000,8.840000
1098,885,10.980000,8.850000
1099,886,10.990000,8.860000
1100,887,11.000000,8.870000
1101,888,11.010000,8.880000
1102,889,11.020000,8.890000
1103,890,11.030000,8.900000
1104,891,11.040000,8.910000
1105,892,11.050000,8.920000
1106,893,11.060000,8.930000
1107,894,11.070000,8.940000
1108,895,11.080000,8.950000
1109,896,11.090000,8.960000
1110,897,11.100000,8.970000
1111,897,11.110000,8.970000
1112,898,11.120000,8.980000
1113,899,11.130000,8.990000
1114,900,11.140000,9.000000
1115,901,11.150000,9.010000
1116,901,11.160000,9.010000
1117,902,11.170000,9.020000
1118,903,11.180000,9.030000
1119,904,11.190000,9.040000
1120,905,11.200000,9.050000
1121,905,11.210000,9.050000
1122,906,11.220000,9.060000
1123,907,11.230000,9.070000
1124,907,11.240000,9.070000
1125,908,11.250000,9.080000
1126,909,11.260000,9.090000
1127,910,11.270000,9.100000
1128,911,11.280000,9.110000
1129,912,11.290000,9.120000
1130,913,11.300000,9.130000
1131,914,11.310000,9.140000
1132,915,11.320000,9.150000
1133,916,11.330000,9.160000
1134,917,11.340000,9.170000
1135,918,11.350000,9.180000
1136,919,11.360000,9.190000
1137,920,11.370000,9.200000
1138,921,11.380000,9.210000
1139,922,11.390000,9.220000
1140,923,11.400000,9.230000
1141,924,11.410000,9.240000
1142,925,11.420000,9.250000
1143,925,11.430000,9.250000
1144,926,11.440000,9.260000
1145,927,11.450000,9.270000
1146,928,11.460000,9.280000
1147,928,11.470000,9.280000
1148,929,11.480000,9.290000
1149,929,11.490000,9.290000
1150,930,11.500000,9.300000
1151,931,11.510000,9.310000
1152,932,11.520000,9.320000
1153,933,11.530000,9.330000
1154,933,11.540000,9.330000
1155,933,11.550000,9.330000
1156,934,11.560000,9.340000
1157,935,11.570000,9.350000
1158,935,11.580000,9.350000
1159,936,11.590000,9.360000
1160,937,11.600000,9.370000
1161,938,11.610000,9.380000
1162,939,11.620000,9.390000
1163,940,11.630000,9.400000
1164,941,11.640000,9.410000
1165,942,11.650000,9.420000
1165,943,11.650000,9.430000
1165,944,11.650000,9.440000
1166,945,11.660000,9.450000
1167,946,11.670000,9.460000
1168,947,11.680000,9.470000
1168,948,11.680000,9.480000
1169,949,11.690000,9.490000
1170,950,11.700000,9.500000
1171,951,11.710000,9.510000
1172,952,11.720000,9.520000
1173,953,11.730000,9.530000
1174,954,11.740000,9.540000
1175,955,11.750000,9.550000
1176,956,11.760000,9.560000
1177,957,11.770000,9.570000
1178,958,11.780000,9.580000
1179,959,11.790000,9.590000
1180,960,11.800000,9.600000
1181,961,11.810000,9.610000
1182,962,11.820000,9.620000
1183,963,11.830000,9.630000
1184,964,11.840000,9.640000
1185,965,11.850000,9.650000
1186,966,11.860000,9.660000
1187,967,11.870000,9.670000
1188,968,11.880000,9.680000
1189,969,11.890000,9.690000
1190,970,11.900000,9.700000
1191,971,11.910000,9.710000
1192,972,11.920000,9.720000
1193,973,11.930000,9.730000
1194,974,11.940000,9.740000
1195,975,11.950000,9.750000
1196,976,11.960000,9.760000
1197,977,11.970000,9.770000
1198,978,11.980000,9.780000
1199,979,11.990000,9.790000
1200,980,12.000000,9.800000
1201,981,12.010000,9.810000
1202,982,12.020000,9.820000
1202,983,12.020000,9.830000
1202,984,12.020000,9.840000
1202,985,12.020000,9.850000
1202,986,12.020000,9.860000
1202,987,12.020000,9.870000
1202,988,12.020000,9.880000
1202,989,12.020000,9.890000
1202,990,12.020000,9.900000
1202,991,12.020000,9.910000
1202,992,12.020000,9.920000
1202,993,12.020000,9.930000
1202,994,12.020000,9.940000
1202,995,12.020000,9.950000
1202,996,12.020000,9.960000
1202,997,12.020000,9.970000
1202,998,12.020000,9.980000
1202,999,12.020000,9.990000
1202,1000,12.020000,10.000000
1202,1001,12.020000,10.010000
1202,1002,12.020000,10.020000
1202,1003,12.020000,10.030000
1202,1004,12.020000,10.040000
1202,1005,12.020000,10.050000
1202,1006,12.020000,10.060000
1202,1007,12.020000,10.070000
1202,1008,12.020000,10.080000
1202,1009,12.020000,10.090000
1202,1010,12.020000,10.100000
1202,1011,12.020000,10.110000
1202,1012,12.020000,10.120000
1202,1013,12.020000,10.130000
1202,1014,12.020000,10.140000
1202,1015,12.020000,10.150000
1202,1016,12.020000,10.160000
1202,1017,12.020000,10.170000
1202,1018,12.020000,10.180000
1202,1019,12.020000,10.190000
1202,1020,12.020000,10.200000
1202,1021,12.020000,10.210000
1202,1022,12.020000,10.220000
1202,1023,12.020000,10.230000
1202,1024,12.020000,10.240000
1202,1025,12.020000,10.250000
1202,1026,12.020000,10.260000
1202,1027,12.020000,10.270000
1202,1028,12.020000,10.280000
1202,1029,12.020000,10.290000
1202,1030,12.020000,10.300000
1202,1031,12.020000,10.310000
1202,1032,12.020000,10.320000
1202,1033,12.020000,10.330000
1202,1034,12.020000,10.340000
1202,1035,12.020000,10.350000
1202,1036,12.020000,10.360000
1202,1037,12.020000,10.370000
1202,1038,12.020000,10.380000
1202,1039,12.020000,10.390000
1202,1040,12.020000,10.400000
1202,1041,12.020000,10.410000
1202,1042,12.020000,10.420000
1202,1043,12.020000,10.430000
1202,1044,12.020000,10.440000
1202,1045,12.020000,10.450000
1202,1046,12.020000,10.460000
1202,1047,12.020000,10.470000
1202,1048,12.020000,10.480000
1202,1049,12.020000,10.490000
1202,1050,12.020000,10.500000
1202,1051,12.020000,10.510000
1202,1052,12.020000,10.520000
1202,1053,12.020000,10.530000
1202,1054,12.020000,10.540000
1202,1055,12.020000,10.550000
1202,1056,12.020000,10.560000
1202,1057,12.020000,10.570000
1202,1058,12.020000,10.580000
1202,1059,12.020000,10.590000
1202,1060,12.020000,10.600000
1202,1061,12.020000,10.610000
1202,1062,12.020000,10.620000
1202,1063,12.020000,10.630000
1202,1064,12.020000,10.640000
1202,1065,12.020000,10.650000
1202,1066,12.020000,10.660000
1202,1067,12.020000,10.670000
1202,1068,12.020000,10.680000
1202,1069,12.020000,10.690000
1202,1070,12.020000,10.700000
1202,1071,12.020000,10.710000
1202,1072,12.020000,10.720000
1202,1073,12.020000,10.730000
1202,1074,12.020000,10.740000
1202,1075,12.020000,10.750000
