i_adr,i_guide,t_adr_sec,t_guide_sec
978,793,9.780000,7.930000
979,794,9.790000,7.940000
980,795,9.800000,7.950000
981,796,9.810000,7.960000
982,796,9.820000,7.960000
983,796,9.830000,7.960000
984,796,9.840000,7.960000
985,796,9.850000,7.960000
986,796,9.860000,7.960000
987,796,9.870000,7.960000
988,796,9.880000,7.960000
989,796,9.890000,7.960000
990,796,9.900000,7.960000
991,796,9.910000,7.960000
992,796,9.920000,7.960000
993,796,9.930000,7.960000
994,797,9.940000,7.970000
995,798,9.950000,7.980000
996,799,9.960000,7.990000
997,799,9.970000,7.990000
998,799,9.980000,7.990000
999,799,9.990000,7.990000
1000,799,10.000000,7.990000
1001,799,10.010000,7.990000
1002,799,10.020000,7.990000
1003,799,10.030000,7.990000
1004,799,10.040000,7.990000
1005,800,10.050000,8.000000
1006,801,10.060000,8.010000
1007,802,10.070000,8.020000
1008,803,10.080000,8.030000
1009,804,10.090000,8.040000
1010,804,10.100000,8.040000
1011,804,10.110000,8.040000
1012,805,10.120000,8.050000
1013,805,10.130000,8.050000
1014,806,10.140000,8.060000
1015,807,10.150000,8.070000
1016,808,10.160000,8.080000
1017,808,10.170000,8.080000
1018,809,10.180000,8.090000
1019,810,10.190000,8.100000
1020,810,10.200000,8.100000
1021,811,10.210000,8.110000
1022,812,10.220000,8.120000
1023,812,10.230000,8.120000
1024,813,10.240000,8.130000
1025,814,10.250000,8.140000
1026,815,10.260000,8.150000
1027,816,10.270000,8.160000
1028,817,10.280000,8.170000
1029,818,10.290000,8.180000
1030,819,10.300000,8.190000
1031,820,10.310000,8.200000
1032,821,10.320000,8.210000
1033,822,10.330000,8.220000
1034,823,10.340000,8.230000
1035,824,10.350000,8.240000
1036,825,10.360000,8.250000
1037,826,10.370000,8.260000
1038,827,10.380000,8.270000
1039,828,10.390000,8.280000
1040,829,10.400000,8.290000
1041,830,10.410000,8.300000
1042,831,10.420000,8.310000
1043,832,10.430000,8.320000
1044,833,10.440000,8.330000
1045,834,10.450000,8.340000
1046,835,10.460000,8.350000
1047,836,10.470000,8.360000
1048,837,10.480000,8.370000
1049,838,10.490000,8.380000
1050,839,10.500000,8.390000
1051,839,10.510000,8.390000
1052,840,10.520000,8.400000
1053,841,10.530000,8.410000
1054,841,10.540000,8.410000
1055,842,10.550000,8.420000
1056,843,10.560000,8.430000
1057,844,10.570000,8.440000
1058,845,10.580000,8.450000
1059,846,10.590000,8.460000
1060,847,10.600000,8.470000
1061,848,10.610000,8.480000
1062,849,10.620000,8.490000
1063,850,10.630000,8.500000
1064,851,10.640000,8.510000
1065,851,10.650000,8.510000
1066,852,10.660000,8.520000
1067,853,10.670000,8.530000
1068,854,10.680000,8.540000
1069,855,10.690000,8.550000
1070,855,10.700000,8.550000
1071,856,10.710000,8.560000
1072,857,10.720000,8.570000
1073,858,10.730000,8.580000
1074,859,10.740000,8.590000
1075,860,10.750000,8.600000
1076,861,10.760000,8.610000
1077,862,10.770000,8.620000
1078,862,10.780000,8.620000
1079,862,10.790000,8.620000
1080,862,10.800000,8.620000
1081,863,10.810000,8.630000
1082,864,10.820000,8.640000
1083,865,10.830000,8.650000
1083,866,10.830000,8.660000
1084,867,10.840000,8.670000
1085,868,10.850000,8.680000
1086,869,10.860000,8.690000
1086,870,10.860000,8.700000
1087,871,10.870000,8.710000
1088,872,10.880000,8.720000
1089,873,10.890000,8.730000
1090,874,10.900000,8.740000
1091,875,10.910000,8.750000
1092,876,10.920000,8.760000
1093,876,10.930000,8.760000
1094,876,10.940000,8.760000
1095,876,10.950000,8.760000
1096,877,10.960000,8.770000
1097,878,10.970000,8.780000
1098,879,10.980000,8.790000
1099,880,10.990000,8.800000
1100,881,11.000000,8.810000
1101,882,11.010000,8.820000
1102,883,11.020000,8.830000
1103,884,11.030000,8.840000
1104,885,11.040000,8.850000
1105,886,11.050000,8.860000
1106,887,11.060000,8.870000
1107,887,11.070000,8.870000
1108,888,11.080000,8.880000
1109,889,11.090000,8.890000
1110,890,11.100000,8.900000
1111,891,11.110000,8.910000
1112,892,11.120000,8.920000
1113,893,11.130000,8.930000
1114,894,11.140000,8.940000
1115,894,11.150000,8.940000
1116,895,11.160000,8.950000
1117,896,11.170000,8.960000
1118,897,11.180000,8.970000
1119,898,11.190000,8.980000
1120,898,11.200000,8.980000
1121,899,11.210000,8.990000
1122,899,11.220000,8.990000
1123,900,11.230000,9.000000
1124,901,11.240000,9.010000
1125,902,11.250000,9.020000
1126,903,11.260000,9.030000
1127,904,11.270000,9.040000
1128,905,11.280000,9.050000
1129,906,11.290000,9.060000
1130,907,11.300000,9.070000
1131,908,11.310000,9.080000
1132,908,11.320000,9.080000
1133,909,11.330000,9.090000
1134,910,11.340000,9.100000
1135,911,11.350000,9.110000
1136,912,11.360000,9.120000
1137,913,11.370000,9.130000
1138,914,11.380000,9.140000
1139,915,11.390000,9.150000
1140,916,11.400000,9.160000
1141,917,11.410000,9.170000
1142,918,11.420000,9.180000
1143,919,11.430000,9.190000
1144,920,11.440000,9.200000
1145,920,11.450000,9.200000
1146,921,11.460000,9.210000
1147,922,11.470000,9.220000
1148,922,11.480000,9.220000
1149,923,11.490000,9.230000
1150,924,11.500000,9.240000
1151,925,11.510000,9.250000
1152,926,11.520000,9.260000
1153,927,11.530000,9.270000
1154,927,11.540000,9.270000
1155,928,11.550000,9.280000
1156,929,11.560000,9.290000
1157,929,11.570000,9.290000
1158,930,11.580000,9.300000
1159,931,11.590000,9.310000
1160,932,11.600000,9.320000
1161,933,11.610000,9.330000
1162,934,11.620000,9.340000
1163,935,11.630000,9.350000
1164,936,11.640000,9.360000
1164,937,11.640000,9.370000
1165,938,11.650000,9.380000
1166,939,11.660000,9.390000
1167,940,11.670000,9.400000
1168,941,11.680000,9.410000
1169,942,11.690000,9.420000
1169,943,11.690000,9.430000
1170,944,11.700000,9.440000
1171,945,11.710000,9.450000
1172,946,11.720000,9.460000
1173,947,11.730000,9.470000
1174,948,11.740000,9.480000
1175,949,11.750000,9.490000
1176,950,11.760000,9.500000
1177,951,11.770000,9.510000
1178,952,11.780000,9.520000
1179,953,11.790000,9.530000
1180,954,11.800000,9.540000
1181,955,11.810000,9.550000
1182,956,11.820000,9.560000
1183,957,11.830000,9.570000
1184,958,11.840000,9.580000
1185,959,11.850000,9.590000
1186,960,11.860000,9.600000
1187,961,11.870000,9.610000
1188,962,11.880000,9.620000
1189,963,11.890000,9.630000
1190,964,11.900000,9.640000
1191,965,11.910000,9.650000
1192,966,11.920000,9.660000
1193,967,11.930000,9.670000
1194,968,11.940000,9.680000
1195,969,11.950000,9.690000
1196,970,11.960000,9.700000
1197,971,11.970000,9.710000
1198,972,11.980000,9.720000
1199,973,11.990000,9.730000
1200,974,12.000000,9.740000
1201,975,12.010000,9.750000
1202,976,12.020000,9.760000
1202,977,12.020000,9.770000
1202,978,12.020000,9.780000
1202,979,12.020000,9.790000
1202,980,12.020000,9.800000
1202,981,12.020000,9.810000
1202,982,12.020000,9.820000
1202,983,12.020000,9.830000
1202,984,12.020000,9.840000
1202,985,12.020000,9.850000
1202,986,12.020000,9.860000
1202,987,12.020000,9.870000
1202,988,12.020000,9.880000
1202,989,12.020000,9.890000
1202,990,12.020000,9.900000
1202,991,12.020000,9.910000
1202,992,12.020000,9.920000
1202,993,12.020000,9.930000
1202,994,12.020000,9.940000
1202,995,12.020000,9.950000
1202,996,12.020000,9.960000
1202,997,12.020000,9.970000
1202,998,12.020000,9.980000
1202,999,12.020000,9.990000
1202,1000,12.020000,10.000000
1202,1001,12.020000,10.010000
1202,1002,12.020000,10.020000
1202,1003,12.020000,10.030000
1202,1004,12.020000,10.040000
1202,1005,12.020000,10.050000
1202,1006,12.020000,10.060000
1202,1007,12.020000,10.070000
1202,1008,12.020000,10.080000
1202,1009,12.020000,10.090000
1202,1010,12.020000,10.100000
1202,1011,12.020000,10.110000
1202,1012,12.020000,10.120000
1202,1013,12.020000,10.130000
1202,1014,12.020000,10.140000
1202,1015,12.020000,10.150000
1202,1016,12.020000,10.160000
1202,1017,12.020000,10.170000
1202,1018,12.020000,10.180000
1202,1019,12.020000,10.190000
1202,1020,12.020000,10.200000
1202,1021,12.020000,10.210000
1202,1022,12.020000,10.220000
1202,1023,12.020000,10.230000
1202,1024,12.020000,10.240000
1202,1025,12.020000,10.250000
1202,1026,12.020000,10.260000
1202,1027,12.020000,10.270000
1202,1028,12.020000,10.280000
1202,1029,12.020000,10.290000
1202,1030,12.020000,10.300000
1202,1031,12.020000,10.310000
1202,1032,12.020000,10.320000
1202,1033,12.020000,10.330000
1202,1034,12.020000,10.340000
1202,1035,12.020000,10.350000
1202,1036,12.020000,10.360000
1202,1037,12.020000,10.370000
1202,1038,12.020000,10.380000
1202,1039,12.020000,10.390000
1202,1040,12.020000,10.400000
1202,1041,12.020000,10.410000
1202,1042,12.020000,10.420000
1202,1043,12.020000,10.430000
1202,1044,12.020000,10.440000
1202,1045,12.020000,10.450000
1202,1046,12.020000,10.460000
1202,1047,12.020000,10.470000
1202,1048,12.020000,10.480000
1202,1049,12.020000,10.490000
1202,1050,12.020000,10.500000
1202,1051,12.020000,10.510000
1202,1052,12.020000,10.520000
1202,1053,12.020000,10.530000
1202,1054,12.020000,10.540000
1202,1055,12.020000,10.550000
1202,1056,12.020000,10.560000
1202,1057,12.020000,10.570000
1202,1058,12.020000,10.580000
1202,1059,12.020000,10.590000
